text,class
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",ham
Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,ham
Whos this am in class:-),ham
Can u get pic msgs to your phone?,ham
"Sorry, I'll call later",ham
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,ham
What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,ham
Dude sux for snake. He got old and raiden got buff,ham
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,ham
Even i cant close my eyes you are in me our vava playing umma :-D,ham
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,ham
Oh... Kay... On sat right?,ham
Sos! Any amount i can get pls.,ham
I cant pick the phone right now. Pls send a message,ham
It shall be fine. I have avalarr now. Will hollalater,ham
Lmao you know me so well...,ham
I dont know why she.s not getting your messages,ham
Just got up. have to be out of the room very soon. ‰Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,ham
"Sir, I am waiting for your mail.",ham
So wat's da decision?,ham
Siva is in hostel aha:-.,ham
"I am in tirupur da, once you started from office call me.",ham
I know you are. Can you pls open the back?,ham
At WHAT TIME should i come tomorrow,ham
I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,ham
I dont want to hear anything,ham
"Nope, I'm still in the market",ham
Mom wants to know where you at,ham
I have many dependents,ham
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham
The hair cream has not been shipped.,ham
Lol enjoy role playing much?,ham
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",ham
S'fine. Anytime. All the best with it.,ham
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",ham
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham
what number do u live at? Is it 11?,ham
"Sorry, I'll call later",ham
K I'll call you when I'm close,ham
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ham
No did you check? I got his detailed message now,ham
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham
K..k:)how much does it cost?,ham
I am literally in bed and have been up for like  &lt;#&gt;  hours,ham
So wat's da decision?,ham
As in i want custom officer discount oh.,ham
"Merry Christmas to you too babe, i love ya *kisses*",ham
"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",ham
But we havent got da topic yet rite?,ham
Delhi and chennai still silent.,ham
Oh for fuck's sake she's in like tallahassee,ham
I have a rather prominent bite mark on my right cheek,ham
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,ham
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham
Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,ham
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",ham
Havent shopping now lor i juz arrive only,ham
"It‰Û÷s reassuring, in this crazy world.",ham
Sounds like you have many talents! would you like to go on a dinner date next week?,ham
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ham
"That‰Û÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",ham
So wat's da decision?,ham
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ham
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),ham
Nope i'm not drivin... I neva develop da photos lei...,ham
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",ham
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham
Ok. No wahala. Just remember that a friend in need ...,ham
On ma way to school. Can you pls send me ashley's number,ham
ÌÏ dun wan to watch infernal affair?,ham
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",ham
Ok then no need to tell me anything i am going to sleep good night,ham
"Evening * v good if somewhat event laden. Will fill you in, don't you worry ‰Û_ Head * ok but throat * wrecked. See you at six then!",ham
"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ham
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,ham
No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...,ham
"Yes..but they said its IT.,",ham
Are there TA jobs available? Let me know please cos i really need to start working,ham
Sweet heart how are you?,ham
That one week leave i put know that time. Why.,ham
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,ham
Is there any training tomorrow?,ham
I tot u reach liao. He said t-shirt.,ham
Dont think so. It turns off like randomlly within 5min of opening,ham
Yeah imma come over cause jay wants to do some drugs,ham
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",ham
"Yup, no need. I'll jus wait 4 e rain 2 stop.",ham
"When you get free, call me",ham
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),ham
Prabha..i'm soryda..realy..frm heart i'm sory,ham
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,ham
Lol great now im getting hungry.,ham
Bognor it is! Should be splendid at this time of year.,ham
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham
Good. No swimsuit allowed :),ham
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",ham
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den...",ham
"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",ham
Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,ham
7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,ham
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",ham
I have no money 4 steve mate! !,ham
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,ham
Xy trying smth now. U eat already? We havent...,ham
I'll let you know when it kicks in,ham
S:)8 min to go for lunch:),ham
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",ham
Ok pa. Nothing problem:-),ham
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham
Id onluy matters when getting on from offcampus,ham
Shall i ask one thing if you dont mistake me.,ham
I'm at work. Please call,ham
"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",ham
No did you check? I got his detailed message now,ham
WOT U WANNA DO THEN MISSY?,ham
Hey you around? I've got enough for a half + the ten I owe you,ham
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,ham
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,ham
Nope. Meanwhile she talk say make i greet you.,ham
K.k..how is your sister kids?,ham
Then wat r u doing now? Busy wif work?,ham
"Bill, as in: Are there any letters for me. i‰Ûªm expecting one from orange that isn‰Ûªt a bill but may still say orange on it.",ham
"Oh... Icic... K lor, den meet other day...",ham
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,ham
Dont show yourself. How far. Put new pictures up on facebook.,ham
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ham
I havent lei.. Next mon can?,ham
Po de :-):):-):-):-). No need job aha.,ham
I am going to sao mu today. Will be done only at 12,ham
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,ham
Poor girl can't go one day lmao,ham
Just got to  &lt;#&gt;,ham
First answer my question.,ham
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,ham
Good. Good job. I like entrepreneurs,ham
"Could you not read me, my Love ? I answered you",ham
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",ham
How are you. Wish you a great semester,ham
Hi where you. You in home or calicut?,ham
Aiyah e rain like quite big leh. If drizzling i can at least run home.,ham
Simply sitting and watching match in office..,ham
When're you guys getting back? G said you were thinking about not staying for mcr,ham
What happened in interview?,ham
Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,ham
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",ham
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,ham
K:)k.are you in college?,ham
Haha... Hope Ì_ can hear the receipt sound... Gd luck!,ham
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",ham
